epoch,train_loss,val_tfloss,kendall_tau,adj_coherence,best_coherence,tf_ratio,epoch_time_sec,lr
34,0.5007855566579315,0.4682054589539584,0.23161428005229678,0.7247899880165476,0.7228703285463476,1.0,50.046470403671265,0.00025033762759986574
35,0.49564592998460427,0.4693637059915409,0.23144162919826092,0.7258176554656809,0.7247899880165476,1.0,50.16534471511841,0.0002463852031466271
36,0.48907196297406175,0.46609115563573394,0.23344767755679177,0.7263098349247292,0.7258176554656809,1.0,50.23180866241455,0.0002423153489013642
37,0.4853394471735006,0.46752115854677256,0.22891732056876316,0.7202726294138088,0.7263098349247292,1.0,51.13984131813049,0.00023813302335456193
38,0.48152234849322356,0.4664042989975625,0.2426472808660353,0.7302517737976504,0.7263098349247292,1.0,50.210113763809204,0.00023384332202566123
39,0.4773378009189797,0.45124502239769687,0.24853268605575057,0.7351912194690755,0.7302517737976504,1.0,49.942821741104126,0.00022945147125495355
40,0.4723776562890606,0.4586008524426317,0.22148888635466762,0.7283181940556823,0.7351912194690755,1.0,50.11672520637512,0.0002249628218360902
41,0.4683349616031146,0.44845231101020233,0.24112905034737667,0.7350086155685995,0.7351912194690755,1.0,50.1707444190979,0.0002203828424969647
42,0.46465291962633654,0.4489932564395077,0.24492649145736103,0.7332424507112756,0.7351912194690755,1.0,50.24980711936951,0.00021571711323690998
43,0.46037899420530476,0.44542702171209325,0.2531315895016641,0.7389251589404524,0.7351912194690755,1.0,50.0647611618042,0.0002109713185283289
44,0.4567488477247051,0.4388420389468824,0.25937729858139397,0.7344816425414097,0.7389251589404524,1.0,50.04225301742554,0.00020615124039104026
45,0.454063834757945,0.4359202937483362,0.2514683270480815,0.7380597184013198,0.7389251589404524,1.0,50.05361032485962,0.00020126275134777825
46,0.44906991070837354,0.43916788393434797,0.2569838265373892,0.7331276055152727,0.7389251589404524,1.0,50.16442131996155,0.0001963118072694281
47,0.44492189193788345,0.4363663469683766,0.24896853241859077,0.7389895319847238,0.7389251589404524,1.0,50.11706900596619,0.00019130444011871472
48,0.4422319049353461,0.43163261512235523,0.2565578543516049,0.7415957053671114,0.7389895319847238,1.0,50.336081743240356,0.00018624675060118553
49,0.43849251949912904,0.4261683602262432,0.2644460093061275,0.738887188983877,0.7415957053671114,1.0,50.3939847946167,0.0001811449007324403
50,0.43490139535709416,0.42731474693066474,0.2486485888441977,0.7418122076964089,0.7415957053671114,1.0,50.15753746032715,0.00017600510633066432
51,0.43121375862559685,0.42278400486047807,0.2669133417176547,0.7398163221865801,0.7418122076964089,1.0,50.52248477935791,0.00017083362944361155
52,0.42835196177759427,0.4201128526141744,0.2770878351407267,0.7470696184614253,0.7418122076964089,1.0,50.30117058753967,0.00016563677071926392
53,0.4252943475048159,0.4199163858525129,0.26260402807710514,0.7463582041111672,0.7470696184614253,1.0,50.113900661468506,0.00016042086172946232
54,0.42176536776439366,0.42266041978078295,0.2632410585116788,0.750223299593244,0.7470696184614253,1.0,50.0514771938324,0.00015519225725586167
55,0.41988313967072244,0.41451871482142744,0.27805177267196696,0.7484889904871832,0.750223299593244,1.0,49.97878050804138,0.00014995732754760822
56,0.4165999761048318,0.4137268560718386,0.27632859863735654,0.7480185690980772,0.750223299593244,1.0,49.875158071517944,0.00014472245056017238
57,0.41280893304014055,0.41205292319838466,0.2816684124118967,0.7503787295822616,0.750223299593244,1.0,49.82110047340393,0.00013949400418479245
58,0.41048478031727037,0.40921143946567806,0.28739852640547237,0.7521428407232568,0.7503787295822616,1.0,49.96436405181885,0.0001342783584779963
59,0.4072209646833152,0.40944517255660384,0.2839656189702376,0.7520376094970836,0.7521428407232568,1.0,50.186431646347046,0.00012908186790066902
60,0.40398279215790767,0.4065964087613269,0.2786220095016457,0.7512346671205677,0.7521428407232568,1.0,50.009812116622925,0.00012391086357612115
61,0.40177971336526713,0.4051425452717394,0.2855030139614398,0.7517467407257306,0.7521428407232568,1.0,51.88906812667847,0.00011877164557659
62,0.3994174947457658,0.40610218844427376,0.28379517293231626,0.7555582291154184,0.7521428407232568,1.0,50.10951495170593,0.00011367047524757201
63,0.39798027857578433,0.4029153291856657,0.28181220031828996,0.7550535338745615,0.7555582291154184,1.0,49.91770792007446,0.00010861356757933824
64,0.39351917061572717,0.40171085192182215,0.28631508010816503,0.7516567663346857,0.7555582291154184,1.0,49.88977313041687,0.00010360708363492533
65,0.39100521642746205,0.4014031882845371,0.28347626741109294,0.756003662265471,0.7555582291154184,1.0,49.8575644493103,9.865712304383e-05
66,0.3901424312495403,0.3993830433475327,0.2952556807018507,0.7534003306475616,0.756003662265471,1.0,50.07919764518738,9.376971657054937e-05
67,0.3864465398448786,0.3983306879294031,0.2924808165264966,0.7553553318467422,0.756003662265471,1.0,49.99180245399475,8.895081876702395e-05
68,0.3842419455008167,0.39606783199269996,0.29426180071475,0.7578096321875462,0.756003662265471,1.0,50.14058446884155,8.420630071793306e-05
69,0.38140650135029075,0.3968433433489244,0.29167901158079884,0.7570066190274681,0.7578096321875462,1.0,49.84494996070862,7.954194288768247e-05
70,0.3796538870070005,0.39518742550987257,0.29412064812724037,0.7573575662689407,0.7578096321875462,1.0,49.8239061832428,7.496342807779911e-05
71,0.3777895806834546,0.3954148608699669,0.29868358940063877,0.7552402622896419,0.7578096321875462,1.0,50.232468128204346,7.047633450331271e-05
72,0.375299142664037,0.39451841981318425,0.30226162285145314,0.7577221480116536,0.7578096321875462,1.0,50.252317905426025,6.608612899656003e-05
73,0.3741029483674105,0.39488546474723346,0.3045359094486796,0.7578908892301908,0.7578096321875462,1.0,50.07939577102661,6.179816034669159e-05
74,0.3713126297614869,0.3927641779814197,0.29442271732434927,0.7593943987809133,0.7578908892301908,1.0,50.508556604385376,5.7617652782996536e-05
75,0.369390739818462,0.39297861013872654,0.29282433813303826,0.7604552037596327,0.7593943987809133,1.0,50.417524337768555,5.354969960998322e-05
76,0.3682313800488725,0.39129403197258256,0.3094520569166494,0.7603758072815974,0.7604552037596327,1.0,50.75506091117859,4.9599257001972896e-05
77,0.3660024267472675,0.39065461221601505,0.2932520661536193,0.7600904650111008,0.7604552037596327,1.0,50.40412378311157,4.577113796476435e-05
78,0.3645004440376056,0.38972233748572144,0.30526330981908695,0.7602833738889084,0.7604552037596327,1.0,50.64536213874817,4.207000647172787e-05
79,0.36313009625124665,0.38953298032339984,0.29887994949112745,0.7622867871298525,0.7604552037596327,1.0,50.48110818862915,3.8500371781472274e-05
80,0.3612496232427188,0.3891794021324803,0.3021991183506996,0.7581337198583852,0.7622867871298525,1.0,49.92674660682678,3.506658294400739e-05
81,0.36010505574132246,0.3883340940832631,0.3005912663788173,0.7602622595081646,0.7622867871298525,1.0,50.37920022010803,3.177282350209711e-05
82,0.358780381357401,0.38871884987264643,0.30528092945453517,0.7612736922305449,0.7622867871298525,1.0,50.36887741088867,2.8623106394256652e-05
83,0.3576653782425185,0.3879869390559509,0.30667925207682006,0.7608740621818871,0.7622867871298525,1.0,50.21238589286804,2.562126906560523e-05
84,0.3563519100587626,0.3875048066173003,0.3001292542014207,0.7617024338975126,0.7622867871298525,1.0,54.739166259765625,2.2770968792530106e-05
85,0.3553361030403395,0.387798506134143,0.30344027549599495,0.7616277548328939,0.7622867871298525,1.0,57.70624017715454,2.0075678226859054e-05
86,0.354455888399896,0.3874035672152803,0.3009588469060495,0.762287259265214,0.7622867871298525,1.0,57.39986276626587,1.7538681164968567e-05
87,0.35331354357094846,0.38725850328101147,0.30226903000204414,0.7608808894248217,0.762287259265214,1.0,55.825894355773926,1.5163068546984155e-05
88,0.35274017150081044,0.38686296275458665,0.30328055151872574,0.7615241084562377,0.762287259265214,1.0,50.03329849243164,1.2951734690945764e-05
89,0.3515724189812262,0.38688988150748577,0.30685816579511777,0.7608396927539537,0.762287259265214,1.0,50.22735857963562,1.0907373766527088e-05
90,0.35166729370723077,0.3866478187497473,0.30424844384647665,0.7612151405493256,0.762287259265214,1.0,50.9448344707489,9.032476512604897e-06
91,0.3500646432771213,0.386629988926789,0.30889016247987716,0.7621079075808723,0.762287259265214,1.0,50.89690375328064,7.3293272026773024e-06
92,0.3500336080693557,0.38656759692626735,0.304534148707979,0.7621418502867433,0.762287259265214,1.0,51.124385595321655,5.800000861828407e-06
